text,Gender equality - general,Equal pay,Increased awareness,Advocacy and Activism,Policy Changes,Media Coverage,Changing attitudes /societal,Representation and role models,Legal Frameworks,Gender inclusivity in traditionally masculine sports,Access to resources and education,Race related themes,Transgender related themes,Other,Country,Gender,Most inclusive Sport,Age,Least inclusive brands,ResponseId
Because society has moved forward.,,,,,,,1,,,,,,,,Sweden,Woman,Football,35-44,Volleyball,155655401
because we are in the 21st century,,,,,,,,,,,,,,1,Poland,Man,Athletics,45-54,Rugby,155655412
because people are more aware,,,1,,,,,,,,,,,,Poland,Woman,Volleyball,35-44,Rugby,155655417
I see more women playing basketball or soccer.,,,,,,,,,,1,,,,,Spain,Woman,Gymnastics,25-34,Rugby,155655419
For the participation of women,,,,,,,,,,1,,,,,Spain,Man,Golf,35-44,Cycling,155655422
More women on TV,,,,,,1,,,,,,,,,Poland,Man,Cycling,25-34,Tennis,155655423
Becouse of be legislation,,,,,,,,,,,,,,1,UK,Woman,Volleyball,18-24,Football,155655428
Women's sports have been promoted more,,,,,,,,,,1,,,,,Spain,Man,Basketball,45-54,Golf,155655439
Because society has evolved,,,,,,,1,,,,,,,,UK,Woman,Tennis,18-24,Rugby,155655444
The women's football team doing well,,,,,,,,,,,,,,1,UK,Woman,Athletics,45-54,Rugby,155655453
Increased advocacy and awareness around gender equality have led to greater pressure on sports organizations and governing bodies to address gender disparities and implement inclusive policies.,1,,1,1,,,,,,1,,,,,UK,Woman,Athletics,25-34,Cycling,155655462
There is more focus on female participation but still a lot of barriers and issues to overcome.,,,,,,,,,,1,,,,,UK,Man,Unstated,25-34,,155655469
Greater participation of women,,,1,,,,1,,,1,,,,,Poland,Man,Gymnastics,55-65,Golf,155655476
"Society has made some progress on this issue, although not much.",,,,,,,1,,,,,,,,Spain,Woman,Gymnastics,35-44,Golf,155655515
There is much more participation of women,,,,,,,,,,1,,,,,Spain,Man,Athletics,55-65,Handball,155655518
More woman’s sports,,,,,,,,,,1,,,,,UK,Woman,Gymnastics,45-54,Rugby,155655531
Advance of society,,,,,,,1,,,,,,,,Spain,Man,Athletics,25-34,Football,155655572
There is a lot more communication about sports of the opposite sex that previously was “reserved” for one gender only.,,,,,,,,,,1,,,,,France,Woman,Tennis,25-34,Football,155655634
There is more awareness,,,1,,,,1,,,,,,,,Spain,Man,Handball,45-54,Rugby,155655641
It’s trying to become more gender inclusive,,,,,,,,,,1,,,,,UK,Woman,Gymnastics,18-24,Basketball,155655644
There has been more focus on women's sport more and more because of fan pressure.,,,,,,,,,,1,,,,,UK,Woman,Athletics,55-65,Basketball,155655645
Mentalities are changing,,,,,,,1,,,,,,,,France,Man,Volleyball,25-34,Golf,155655650
"Mentalities have changed, that has helped a lot.",,,,,,,1,,,,,,,,France,Woman,Handball,25-34,Football,155655664
equal opportunities,,,,,,,,,,,1,,,,Spain,Man,Football,35-44,Rugby,155655689
womens sports more respected,,,,,,,,,,1,,,,,UK,Woman,Tennis,18-24,Rugby,155655708
because a lot of progress has been made and before they didn't show women's sports on TV and now they do,,,,,,1,,,,,,,,,Spain,Man,Tennis,35-44,Cycling,155655725
I think they make an effort to include everyone,,,,,,,,,,,,,,1,UK,Woman,Gymnastics,25-34,Golf,155655755
Because it is something that is happening in society,,,,,,,1,,,,,,,,Spain,Man,Tennis,25-34,Cycling,155655761
it’s good,,,,,,,,,,,,,,1,UK,Woman,Football,18-24,Cycling,155655779
A lot has been done to change the rules in sport in a positive way for justice,,,,1,,,,,,,,,,,Germany,Woman,Unstated,18-24,,155655789
Due to its visibility,,,1,,,,,,,,,,,,Spain,Man,Tennis,35-44,Rugby,155655838
Brilliant,,,,,,,,,,,,,,1,Spain,Man,Basketball,25-34,Athletics,155655843
Different generations are more accepting,,,,,,,1,,,,,,,,UK,Woman,Golf,25-34,Basketball,155655846
Now they have much more visibility,,,1,,,,,,,,,,,,Spain,Man,Tennis,35-44,Rugby,155655849
Increased pressure from society to do si,,,,,,,1,,,,,,,,UK,Woman,Football,25-34,Golf,155655868
"Despite the enormous difference that still exists, there are women's sports that now have better coverage in the media.",,,,,,1,,,,,,,,,Spain,Man,Athletics,45-54,Football,155655872
Society is more woke,,,,,,,1,,,,,,,,UK,Man,Unstated,45-54,,155655879
We now have championship leagues for both men and women in football,,,,,,,,,,1,,,,,UK,Woman,Athletics,45-54,Basketball,155655881
There are more and more women's teams,,,,,,,,,,,,,,1,Spain,Man,Gymnastics,35-44,Golf,155655887
I think new people being in charge has allowed for more diversity,,,,,,,,,,,,,,1,UK,Woman,Gymnastics,25-34,Golf,155655891
because it is the closest,,,,,,,,,,,,,,1,Spain,Man,Football,25-34,Volleyball,155655896
Because the media wants them to,,,,,,1,,,,,,,,,UK,Man,Tennis,45-54,Rugby,155655902
"Because society, although little by little, is putting pressure on it to be done",,,,,,,1,,,,,,,,Spain,Man,Tennis,35-44,Rugby,155655905
Women’s football has earned a place,,,,,,,,,,1,,,,,Germany,Woman,Tennis,35-44,Rugby,155655908
It has been forced to accept transsexuals in categories that do not correspond to them.,,,,,,,,,,,,,1,,Spain,Man,Unstated,45-54,,155655946
More awareness,,,1,,,1,1,,,,,,,,Spain,Man,Football,25-34,Tennis,155655950
Entertaining to see a female version of their favorite team/athlete.,,,,,,,,,,,,,,1,Sweden,Man,Football,18-24,Cycling,155655959
You fight for it,,,,,,,,,,,,,,1,Spain,Man,Tennis,55-65,Golf,155655969
Poe yes pimo yes,,,,,,,,,,,,,,1,Spain,Man,Tennis,35-44,Volleyball,155655985
Woman’s World Cup,,,,,,,,,,1,,,,,UK,Woman,Gymnastics,18-24,Rugby,155656005
Sports have been professionalized,,,,,,,,,,1,,,,,Spain,Man,Tennis,35-44,Rugby,155656011
Because the media talks more about women's sports,,,,,,1,,,,1,,,,,Spain,Man,Athletics,35-44,Rugby,155656013
It is a general trend of society,,,,,,,1,,,,,,,,Spain,Man,Gymnastics,45-54,Cycling,155656017
See more representation,,,,,,,,1,,,,,,,UK,Woman,Gymnastics,25-34,Rugby,155656048
Because the sports sector has evolved in recent times to include the female gender,,,,,,,,,,1,,,,,UK,Woman,Football,25-34,Cycling,155656057
more and more disciplines that were once reserved for men are now practiced by women and are adequately rewarded,,1,,,,,,,,1,,,,,Poland,Woman,Athletics,55-65,Rugby,155656060
You can’t discriminate anything anymore,,,,,,,,,,,,,,1,UK,Man,Football,45-54,Basketball,155656090
Read texts regarding it from sports commentators. Watching TV,,,,,,1,,,,,,,,,Sweden,Woman,Athletics,35-44,Rugby,155656105
They have to be,,,,,,,,,,,,,,1,UK,Woman,Gymnastics,25-34,Rugby,155656118
"mvan sees more women in sports that were typical for men before, such as football and ice hockey",,,,,,,,,,1,,,,,Sweden,Woman,Tennis,55-65,Rugby,155656172
the population has evolved,,,,,,,,,,,,,,1,France,Woman,Handball,35-44,Football,155656186
Something,,,,,,,,,,,,,,1,Sweden,Woman,Unstated,55-65,,155656200
More sports are shown with both genders,,,,,,,,,,,,,,1,Sweden,Woman,Handball,45-54,Gymnastics,155656216
Changed,,,,,1,,1,,,,,,,,UK,Woman,Cycling,25-34,Golf,155656244
More awareness in the general public and initiatives to be more inclusive following success of women's teams,,,1,,,,,,,,,,,,UK,Woman,Gymnastics,25-34,Volleyball,155656269
Because conversations are beginning to open up and coverage of one or two sports like football are a tiny bit better now,,,,,,,,,,,,,,1,UK,Woman,Unstated,25-34,,155656273
social media,,,,,,1,,,,,,,,,UK,Woman,Football,18-24,Cycling,155656281
"There are more gender inclusive campaigns than the past years, all genders are given equal chances to participate in any professional sports they want",,,,1,,,,,,,,,,,UK,Man,Athletics,25-34,Gymnastics,155656293
Women are making sure they are known in their field of sport and campaign for such inclusion,,,,1,,,,,,,,,,,UK,Woman,Gymnastics,45-54,Golf,155656304
atheltics because men and women respect eachother and there aport. ive seen it first hand in real life,,,,,,,,,,,,,,1,UK,Man,Athletics,18-24,Gymnastics,155656305
tolerance,,,,,,,,,,,,,,1,Poland,Man,Basketball,55-65,Football,155656321
BBC and itv have got their act together Also more money thrown at women’s sports,,,,,,1,,,,,,,,,UK,Woman,Football,55-65,Handball,155656325
"More performance, desire for sex",,,,,,,,,,,,,,1,Germany,Man,Football,55-65,Athletics,155656333
Professionalism,,,,,,,,,,,,,,1,UK,Man,Football,45-54,Rugby,155656339
It's make sports more lively,,,,,,,,,,,,,,1,UK,Man,Unstated,18-24,,155656366
"In the not too distant past women couldn't participate in some sports eg soccer, horse racing",,,,,,,,,,,,1,,,UK,Woman,Athletics,55-65,Golf,155656387
More coverage of female sport and more mixed events,,,,,,1,,,,,,,,,UK,Man,Athletics,55-65,Golf,155656408
There are many more women athletes,,,,,,,,,,,,,,1,Poland,Woman,Cycling,55-65,Football,155656411
Women's sport is more valued,,,,,,,,,,1,,,,,France,Man,Athletics,25-34,Rugby,155656413
It’s televised more so popular,,,,,,,,,,,,,,1,UK,Woman,Basketball,45-54,Rugby,155656436
Because there is more awareness,,,1,,,,,,,,,,,,UK,Woman,Volleyball,55-65,Basketball,155656454
7rwiyoypug696guhig,,,,,,,,,,,,,,1,France,Woman,Athletics,25-34,Golf,155656494
more opportunities for women,,,,,,,,,,1,1,,,,UK,Woman,Football,18-24,Golf,155656503
"Nothing was done before, there were almost no renowned female athletes",,,,,,,,,,,,,,1,France,Man,Tennis,25-34,Football,155656534
Because the work of women athletes is appreciated,,,,,,,,,,,,,,1,Poland,Man,Tennis,55-65,Volleyball,155656543
More focus on lgtbq communities on athletes,,,,,,,,,,,,,1,,UK,Woman,Football,35-44,Handball,155656559
More equal opportunities,1,,,,,,,,,,1,,,,Poland,Man,Tennis,55-65,Rugby,155656620
At least some women’s sports have become more present,,,,,,,,,,,,,,1,Germany,Woman,Golf,45-54,Rugby,155656621
"For sports disciplines, gender ceases to matter",,,,,,,,,,,,,,1,Poland,Man,Unstated,55-65,,155656626
There are more women recognized,,,,,,,,,,,,,,1,France,Man,Athletics,18-24,Rugby,155656640
it’s progressing,,,,,,,,,,,,,,1,UK,Woman,Football,18-24,Rugby,155656727
Most sports are fairer because the distribution of points is better distributed,,,,,,,,,,,,,,1,Germany,Man,Handball,25-34,Athletics,155656775
There was grumbling and changes and now more support,,,,,,,1,,,,,,,,Germany,Woman,Athletics,45-54,Rugby,155656785
Tennis,,,,,,,,,,,,,,1,Poland,Man,Athletics,55-65,Rugby,155656789
Would mixture in the sport,,,,,,,,,,,,,,1,Germany,Man,Athletics,55-65,Tennis,155656864
gym,,,,,,,,,,,,,,1,UK,Woman,Cycling,18-24,Golf,155656930
Many sports are for women and men,,,,,,,,,,,,,,1,Poland,Woman,Gymnastics,55-65,Rugby,155656989
Growth of women’s sports in popularity,,,,,,,,,,,,,,1,UK,Woman,Handball,18-24,Golf,155657032
People have more knowledge about inclusivity,,,1,,,,1,,,,,,,,Poland,Woman,Unstated,55-65,,155657074
"Not much, but people have started to open their eyes",,,1,,,,1,,,,,,,,Sweden,Woman,Football,55-65,Gymnastics,155657076
There has been a change in thinking among the population,,,,,,,1,,,,,,,,Germany,Man,Football,55-65,Rugby,155657136
You start to realize more of the benefits,,,1,,,,,,,,,,,,Sweden,Woman,Volleyball,55-65,Rugby,155657174
Because many,,,,,,,,,,,,,,1,France,Man,Football,18-24,Gymnastics,155657477
I see a lot more women’s sports in the media,,,,,,,,,,1,,,,,UK,Woman,Tennis,18-24,Athletics,155657490
Women demonstrated and made a difference.,,,,,,,,,,,,,,1,Germany,Woman,Gymnastics,18-24,Rugby,155657576
Women are often better,,,,,,,,,,,,,,1,Germany,Woman,Athletics,35-44,Rugby,155657615
Because women have made their voices heard and are now commonplace in the media talking about football.,,,,,,1,,,,1,,,,,UK,Man,Football,18-24,Rugby,155657705
Because the media tries to give all individuals a place in the spotlight.,,,,,,1,,,,,,,,,Germany,Woman,Volleyball,18-24,Basketball,155657720
Fair play allows diversity to create a more open society,,,,,,,1,,,,,,,,Poland,Man,Tennis,55-65,Rugby,155657754
Gender equality is definitely increasing,1,,,,,,,,,1,,,,,Poland,Man,Athletics,55-65,Golf,155657907
He is becoming more and more open to women,,,,,,,,,,,,,,1,Poland,Woman,Gymnastics,55-65,Golf,155657956
Because people have become wiser,,,,,,,1,,,,,,,,Poland,Man,Volleyball,55-65,Rugby,155657960
"Some disciplines, such as volleyball and women's tennis, are popularized.",,,,,,,,,,1,,,,,Poland,Man,Tennis,55-65,Football,155658377
my opinion,,,,,,,,,,,,,,1,Germany,Woman,Football,55-65,Handball,155658442
greater awareness,,,1,,,1,1,,,,,,,,Poland,Man,Athletics,55-65,Rugby,155658574
Seen everywhere,,,,,,,,,,,,,,1,Germany,Man,Football,55-65,Rugby,155658634
The issue has received more attention,,,,,,1,,,,,,,,,Sweden,Man,Basketball,45-54,Rugby,155658868
there is equality,,,,,,,,,,,,,,1,Poland,Man,Gymnastics,55-65,Golf,155658880
"because it has to be even, especially in clothes, which should be transformed into larger ones",,,,,,,,,,,,,,1,Poland,Woman,Gymnastics,25-34,Volleyball,155658954
Because it is,,,,,,,,,,,,,,1,Poland,Man,Volleyball,55-65,Rugby,155659208
Raising awareness through the media,,,1,1,,1,1,,,,,,,,Germany,Woman,Gymnastics,35-44,Football,155659238
To see more women in professional sports,,,,,,,,,,,,,,1,Germany,Woman,Gymnastics,25-34,Rugby,155659474
Because women also,,,,,,,,,,,,,,1,Germany,Woman,Handball,45-54,Rugby,155660040
Become more over time.,,,,,,,,,,,,,,1,Germany,Woman,Football,55-65,Rugby,155660698
More women,,,,,,,,,,,,,,1,Sweden,Man,Golf,45-54,Football,155660744
More advertising for female,,,,,,,,,,,,,,1,UK,Woman,Athletics,18-24,Basketball,155661029
Women's sport is promoted,,,,,,,,,,,,,,1,UK,Man,Football,45-54,Golf,155661096
far more womens football and rugby is shown on tv now as there has been more promotion of it in the media in recent years,,,,,,1,,,,1,,,,,UK,Woman,Tennis,55-65,Basketball,155661150
Cricket and football have branched out to include women now whereas in the past it was played by men only,,,,,,,,,,1,,,,,UK,Woman,Gymnastics,45-54,Rugby,155661234
"Sports having female representation now in more leagues and tournaments, for example the Women’s World Cup",,,,,,,,,,1,,,,,UK,Man,Tennis,45-54,Gymnastics,155661244
Because I believe,,,,,,,,,,,,,,1,Germany,Woman,Football,25-34,Basketball,155661366
There is more talk and reporting about it,,,,,,1,,,,,,,,,Germany,Woman,Athletics,35-44,Golf,155662068
Women's football is seen much more on TV.,,,,,,1,,,,,,,,,Sweden,Man,Athletics,45-54,Rugby,155662195
The train of time I would say,,,,,,,,,,,,,,1,Germany,Woman,Football,55-65,Rugby,155662470
Commit more to it,,,,,,,,,,,,,,1,Germany,Woman,Football,35-44,Rugby,155662489
Due to the voices of ONG s mostly,,,,,,,,,,,,,,1,UK,Woman,Tennis,45-54,Rugby,155662539
More equal coverage,1,,,,,1,,,,,,,,,UK,Woman,Football,18-24,Athletics,155662540
There are more opportunities available,,,1,,,,,,,,1,,,,UK,Woman,Gymnastics,55-65,Rugby,155662724
Pressure from society,,,,,,,1,,,,,,,,UK,Man,Gymnastics,55-65,Basketball,155663200
The media presence is becoming more similar.,,,,,,1,,,,,,,,,Germany,Man,Athletics,55-65,Rugby,155665383
More has happened in terms of wages and television time for ladies,,,,,,,,,,,,,,1,Sweden,Man,Athletics,55-65,Rugby,155667789
I think it's so uplifted that it doesn't really matter anymore,,,,,,,,,,,,,,1,Sweden,Man,Athletics,55-65,Rugby,155668289
More focus on it,,,1,,,,,,,,,,,,Sweden,Man,Athletics,25-34,Rugby,155670206
It is talked about both in the media and at the school where I work,,,,,,1,,,,,,,,,Sweden,Woman,Athletics,45-54,Handball,155670291
opening to the world,,,,,,,,,,,,,,1,Poland,Man,Athletics,55-65,Golf,155670315
More accepted,,,1,,,,1,,,,,,,,Sweden,Woman,Football,45-54,Rugby,155670373
More awareness,,,1,,,1,1,,,,,,,,Sweden,Woman,Gymnastics,45-54,Rugby,155670380
Pk,,,,,,,,,,,,,,1,Sweden,Man,Athletics,25-34,Rugby,155670398
Good question,,,,,,,,,,,,,,1,Sweden,Woman,Rugby,25-34,Cycling,155670399
Because it has gotten better,,,,,,,,,,,,,,1,Sweden,Woman,Athletics,25-34,Rugby,155670476
Before we never had women's football and similar scots with women but now we do,,,,,,,,,,1,,,,,Sweden,Woman,Tennis,55-65,Rugby,155670517
We still see more women than before in sports,,,,,,,,,,,,,,1,France,Woman,Gymnastics,45-54,Rugby,155670559
At the people level,,,,,,,,,,,,,,1,France,Woman,Gymnastics,25-34,Athletics,155670560
Lgbyqi can access the competitions that correspond to them,,,,,,,,,,,,,1,,France,Woman,Unstated,45-54,,155670585
You see more women on TV,,,,,,1,,,,,,,,,Sweden,Woman,Gymnastics,45-54,Rugby,155670615
the events. Concerning women's teams have more visibility in the media and women occupy important positions in the media. They are more visible.,,,,,,,,,,,,,,1,France,Woman,Football,45-54,Rugby,155670630
Women and men do not have the same salary for the same role.,,1,,,,,,,,,,,,,France,Woman,Gymnastics,35-44,Football,155670640
"Are there more women in, for example, football, ice hockey, boxing, etc",,,,,,,,,,1,,,,,Sweden,Woman,Athletics,55-65,Rugby,155670656
The world has changed,,,,,,,1,,,,,,,,France,Man,Golf,45-54,Gymnastics,155670701
all our way of life is based on sport,,,,,,,,,,,,,,1,France,Man,Football,45-54,Golf,155670737
There has been more talk about what made the sports sector need to change and improve,,,,,,,,,,,,,,1,Sweden,Woman,Golf,25-34,Rugby,155670739
THERE IS MORE DIVERSITY,,,,,,,,,,,,,,1,France,Man,Unstated,45-54,,155670824
KNOWN SPORT AND PUBLIC COMPETITIONS,,,,,,,,,,,,,,1,France,Man,Athletics,45-54,Basketball,155670888
Because women are participating in more and more sports,,,,,,,,,,,,,,1,Germany,Man,Gymnastics,35-44,Rugby,155670947
Because there are more and more people who help because they are in favor of it,,,,,,,,,,,,,,1,France,Man,Basketball,25-34,Tennis,155671035
Not good,,,,,,,,,,,,,,1,Germany,Man,Football,25-34,Gymnastics,155671080
Times change and luckily progress is made,,,,,,,1,,,,,,,,Spain,Woman,Gymnastics,45-54,Football,155671412
Times move,,,,,,,,,,,,,,1,Spain,Man,Golf,45-54,Rugby,155671421
Because in general in society there is little by little more inclusion,,,,,,,1,,,,,,,,Spain,Woman,Volleyball,45-54,Golf,155671422
For equality,,,,,,,,,,,,,,1,Spain,Woman,Gymnastics,45-54,Football,155671454
Now women's sports are more visible,,,,,,,,,,,,,,1,Spain,Man,Gymnastics,55-65,Golf,155671527
Different people are more represented in professional sports,,,,,,,,1,,1,,,,,Spain,Woman,Athletics,55-65,Golf,155671546
Because I think they give more visibility to the women's teams so that they follow the same as the men's teams.,,,,,,,,,,1,,,,,Spain,Woman,Athletics,55-65,Rugby,155671550
W omen are little by little taking the reins of their sport,,,,,,,,,,,,,,1,Spain,Man,Football,55-65,Golf,155671590
Why is there more commitment?,,,,,,,,,,,,,,1,Spain,Man,Athletics,55-65,Football,155671616
More women,,,,,,,,,,,,,,1,Spain,Woman,Tennis,55-65,Rugby,155671631
society is increasingly trying to limit inequalities,,,,,,,1,,,,,,,,France,Woman,Athletics,25-34,Gymnastics,155671685
"you see more women's teams, in general",,,,,,,,,,1,,,,,Spain,Woman,Tennis,55-65,Rugby,155671694
Why is women's sport more recognized?,,,,,,,,,,1,,,,,Spain,Woman,Gymnastics,55-65,Rugby,155671706
Because it evolves just like society.,,,,,,,1,,,,,,,,Spain,Man,Gymnastics,55-65,Rugby,155671708
"It is very, very slightly more inclusive but it is not extraordinary. There is just a slight improvement",,,,,,,,,,,,,,1,France,Woman,Tennis,35-44,Gymnastics,155671713
He opened up more,,,,,,,,,,,,,,1,Poland,Woman,Volleyball,55-65,Golf,155671736
Access to sport is now more inclusive for women,,,,,,,,,,1,1,,,,France,Woman,Football,25-34,Rugby,155671740
Because women are starting to be more and more broadcast,,,,,,1,,,,,,,,,France,Woman,Golf,35-44,Football,155671768
This topic has been given a lot of visibility,,,1,,,,,,,,,,,,Spain,Woman,Gymnastics,35-44,Rugby,155671776
Because it is becoming more visible and women are winning titles that attract the public,,,,,,,,,,1,,,,,Spain,Man,Gymnastics,55-65,Rugby,155671783
It seems to me that more women participate than before in sports where only men were seen.,,,,,,,,,,1,,,,,Spain,Woman,Gymnastics,55-65,Golf,155671799
Even more taboo before,,,,,,,,,,,,,,1,Spain,Man,Basketball,55-65,Football,155671839
Women are increasingly starting to dominate in sports that were previously reserved for men,,,,,,,,,,1,,,,,Poland,Man,Gymnastics,55-65,Basketball,155671858
Thanks to the soccer players of the Spanish team,,,,,,,,,,,,,,1,Spain,Man,Unstated,55-65,,155671870
People are more mentalized,,,,,,,,,,,,,,1,Spain,Woman,Football,55-65,Athletics,155671896
because sascha said that,,,,,,,,,,,,,,1,Germany,Man,Volleyball,25-34,Golf,155671997
Because there are more disciplines for women,,,,,,,,,,,,,,1,Poland,Woman,Football,55-65,Basketball,155672117
More equal than before,1,,,,,,,,,,,,,,Sweden,Man,Tennis,25-34,Rugby,155673062
That is my opinion,,,,,,,,,,,,,,1,Sweden,Man,Gymnastics,45-54,Cycling,155673212
Women's sports get more space in the media,,,,,,1,,,,,,,,,Sweden,Man,Gymnastics,55-65,Rugby,155673263
"It is more noticeable, broadcast times on television are adjusted for a fairer presence",,,,,,1,,,,,,,,,Germany,Man,Gymnastics,35-44,Basketball,155674433
an takes you into consideration for women in sports,,,,,,,,,,,,,,1,Sweden,Man,Handball,55-65,Rugby,155674996
Better perceived,,,1,,,,,,,,,,,,France,Man,Handball,25-34,Tennis,155677265
More equality,1,,,,,,,,,,,,,,Germany,Man,Athletics,45-54,Rugby,155679178
No idea I do this for money,,,,,,,,,,,,,,1,Germany,Man,Rugby,35-44,Handball,155679807
preview changes,,,,,,,,,,,,,,1,Poland,Man,Volleyball,45-54,Rugby,155682641
It has gotten better but still a long way to go.,,,,,,,,,,,,,,1,Sweden,Man,Athletics,45-54,Football,155683113
More media space & better pay,,1,,,,1,,,,,,,,,Sweden,Man,Tennis,45-54,Handball,155683564
Something is changing in society,,,,,1,,1,,,,,,,,Germany,Man,Tennis,45-54,Football,155685206
Salaries are approaching,,,,,,,,,,,,,,1,Germany,Man,Gymnastics,45-54,Rugby,155685212
"Yes, I have become fairer",,,,,,,,,,,,,,1,Germany,Man,Football,35-44,Athletics,155689681
"It is probably not more inclusive actually. But just that they have started to grasp the problem, discuss it and try to come up with solutions, makes them more inclusive.",,,,,,,,,,,,,,1,Sweden,Woman,Golf,18-24,Basketball,155712659
Mentalities are evolving,,,,,,,1,,,,,,,,France,Man,Football,25-34,Volleyball,155713043
because everyone made an effort at their level,,,,,,,,,,,,,,1,France,Man,Cycling,25-34,Gymnastics,155713044
"Because, for example, women's football is now better known and is also advertised more and grievances are addressed publicly and also have consequences (the kissing thing, discussion about outfits)",,,,,,,,,,1,,,,,Germany,Woman,Tennis,25-34,Rugby,155715217
Transgenders may compete in female groups,,,,,,,,,,,,,1,,Sweden,Man,Athletics,25-34,Rugby,155751613
