text,Sport specific mention,Equal opportunities / good opportunities in general,Physical contact/Masculine,Earnings related,Popularity and impact,Equal representation,Inclusive sport participation,Gender Equality,Women in Sports,Female representation,Discrimination themes,Media visibility / awareness,Other,Country,Gender,Most inclusive Sport,Age,Least inclusive Sport,ResponseId
Salaries can be high in both,,,,,,1,,,,,,,,Spain,Woman,Tennis,35-44,Cycling,155129687
I perceive it like this,,,,,,,,,,,,,1,Spain,Woman,Athletics,55-65,Rugby,155129690
can be played,,,,,,,,,,,,,1,Spain,Man,Football,45-54,Golf,155129693
by force,,,,,,,,,,,,,1,Spain,Woman,Rugby,45-54,Gymnastics,155129699
It is attributed to women,,,,,,,,,,1,,,,Spain,Woman,Gymnastics,35-44,Rugby,155129700
There are many men's and women's soccer teams and there is a lot of support for both.,,,,,,1,,,,,,,,Spain,Woman,Football,25-34,Golf,155129704
There are male and female gymnasts alike.,1,,,,,,,,,,,,,Spain,Woman,Gymnastics,45-54,Golf,155129708
This sport does not have as much physical resistance as others and there are more women,,,1,,,,,,,1,,,,Spain,Woman,Gymnastics,25-34,Rugby,155129712
Because there are the same events for men and women.,,,,,,,,1,,,,,,Germany,Woman,Football,18-24,Volleyball,155129713
I find that men and women are highlighted in the same way,,,,,,,,1,,,,,,France,Woman,Athletics,45-54,Golf,155129716
I see no differences in the treatment of gymnasts based on their gender.,1,,,,,,,,,,,,,Spain,Woman,Gymnastics,45-54,Rugby,155129718
A lot of women,,,,,,,,,,1,,,,France,Man,Rugby,45-54,Cycling,155129719
Women have two high financial prizes,,,,1,,,,,,,,,,Spain,Man,Tennis,55-65,Rugby,155129720
Because it has a little more visibility,,,,,,,,,,,,,1,Spain,Woman,Football,25-34,Basketball,155129723
because both genres are professionalized,,,,,,1,,,,,,,,Spain,Man,Football,35-44,Golf,155129724
Because there are already women's teams that can enter the championships,,,,,,,,,,1,,,,Spain,Woman,Football,45-54,Rugby,155129728
outfit,,,,,,,,,,,,,1,Poland,Man,Football,45-54,Gymnastics,155129729
"Because there are both men's and women's competitions, although these charge less",,,,,,1,,,,,,,,Spain,Woman,Tennis,45-54,Rugby,155129732
It has become professional and brings,,,,,,,,,,,,,1,Spain,Man,Football,35-44,Rugby,155129736
Because it is valued equally,,,,,,,,1,,,,,,Spain,Woman,Gymnastics,25-34,Rugby,155129739
Because female tennis players enjoy almost the same privileges and popularity as their male counterparts.,1,,,,1,,,,,,,,,Spain,Woman,Tennis,45-54,Rugby,155129742
It seems to me,,,,,,,,,,,,,1,Spain,Man,Football,45-54,Athletics,155129744
"Because according to the comments of anonymous people, women should not play soccer because it is a waste of time and money because nobody sees it.",,,,1,,,,,,,,,,Spain,Man,Football,18-24,Gymnastics,155129746
Equity,,,,,,,,,,,,,1,Spain,Woman,Gymnastics,35-44,Rugby,155129752
"Women have been competing in this sport for many years with great results and the structure is quite good, both at a technical and infrastructure level.",,,,,,1,,,,,,,,Spain,Man,Athletics,55-65,Football,155129754
It's more feminine,,,,,,,,,,,,,1,Spain,Woman,Gymnastics,25-34,Football,155129756
There are more women,,,,,,,,,,1,,,,Spain,Woman,Gymnastics,45-54,Rugby,155129759
Because I feel that it has more diffusion in the country where I live.,,,,,,,,,,,,,1,Spain,Woman,Football,25-34,Rugby,155129764
at least that's what it seems to me...,,,,,,,,,,,,,1,Poland,Man,Tennis,35-44,Football,155129770
Because it's where I've seen the most gender inclusion,,,,,,,,,,,,,1,Spain,Woman,Gymnastics,55-65,Golf,155129771
there are many possibilities for everyone,,,,,,,1,,,,,,,Poland,Woman,Athletics,55-65,Rugby,155129773
Tradition,,,,,,,,,,,,,1,Spain,Man,Gymnastics,55-65,Golf,155129779
For some time there has been greater respect,,,,,,,,,,,,,1,Spain,Man,Tennis,35-44,Rugby,155129780
Because it is very egalitarian,,,,,,,,1,,,,,,Spain,Man,Basketball,35-44,Gymnastics,155129793
They have been promoting equality between women and men athletes for years,,,,,,,,1,,,,,,Spain,Man,Athletics,35-44,Rugby,155129796
give everyone a chance,,,,,,,1,,,,,,,France,Man,Athletics,55-65,Football,155129798
I associate it most with a genderless sport,,,,,,,,,,,,,1,Poland,Woman,Handball,35-44,Rugby,155129799
seen on television,,,,,,,,,,,,,1,Spain,Man,Football,45-54,Golf,155129801
Because volleyball brings together both men and women,1,,,,,,,,,,,,,Poland,Woman,Volleyball,25-34,Rugby,155129815
Because I think it is the most popular in the world,,,,,1,,,,,,,,,Spain,Man,Football,55-65,Rugby,155129817
There are women and men football,1,,,,,,,,,,,,,Germany,Woman,Football,35-44,Rugby,155129819
There is no division in this sport,,,,,,,,,,,,,1,Poland,Woman,Cycling,25-34,Rugby,155129826
Everyone can be equally good at this discipline,,,,,,,,1,,,,,,Poland,Woman,Gymnastics,45-54,Rugby,155129827
Popularity,,,,,1,,,,,,,,,Poland,Man,Volleyball,18-24,Cycling,155129834
anyone can go through fear,,,,,,,,,,,,,1,Poland,Woman,Gymnastics,18-24,Cycling,155129836
same salary,,,,,,,,1,,,,,,France,Man,Tennis,45-54,Rugby,155129839
equality,,,,,,,,1,,,,,,Poland,Woman,Football,35-44,Golf,155129841
"I don't think cycling is the most gender-inclusive sport. I think it is a professional sport, like many others in which there is gender inclusion.",,,,,,,1,,,,,,,Spain,Man,Cycling,55-65,Volleyball,155129843
It strives to equalize the earnings of women and men,,,,1,,,,,,,,,,Poland,Woman,Tennis,25-34,Rugby,155129849
Because women's earnings are similar to men's,,,,1,,,,,,,,,,Poland,Man,Tennis,25-34,Basketball,155129852
"because it is the most popular sport among fans, inclusivity would have the largest group of potential recipients",,,,,1,,1,,,,,,,Poland,Man,Football,35-44,Tennis,155129854
Most women,,,,,,,,,,1,,,,Poland,Woman,Gymnastics,18-24,Rugby,155129864
Because the consumption of force is equal,,,,,,,,1,,,,,,Poland,Man,Basketball,55-65,Football,155129870
Individual,,,,,,,,,,,,,1,Sweden,Woman,Golf,35-44,Volleyball,155129872
It is equated equally,,,,,,,,1,,,,,,Spain,Man,Handball,45-54,Football,155129874
Because it is where more women participate.,,,,,,,,,,1,,,,Spain,Man,Gymnastics,55-65,Rugby,155129881
I'm not sure why but it just seems to me that women as well as men are welcome in this sport,,,,,,,,,,1,,,,Poland,Woman,Gymnastics,35-44,Rugby,155129894
I think so,,,,,,,,,,,,,1,Poland,Man,Athletics,45-54,Golf,155129904
It is not dominated by one gender,,,,,,,,,,,,,1,Poland,Woman,Gymnastics,18-24,Rugby,155129906
Just feels like one of the more inclusive sports,,,,,,,1,,,,,,,Sweden,Woman,Athletics,18-24,Football,155129909
It is the same in men and women,,,,,,,,1,,,,,,Spain,Man,Tennis,25-34,Golf,155129911
It is rather feminine but suitable for Ho.bresvtsmvue.,,,,,,,,,,,,,1,Spain,Man,Gymnastics,35-44,Golf,155129919
"Women's tennis is as popular as men's tennis, there are many female tennis stars, the earnings of women and men are at a similar level",1,,,1,1,,,,,,,,,Poland,Woman,Tennis,25-34,Rugby,155129921
Men and women play tennis and are successful,1,,,,,,,,,,,,,Poland,Woman,Tennis,35-44,Rugby,155129926
"Golf is not a contact sport and compared to the other disciplines mentioned, there are not such large differences in the possibilities and achievements between men and women",1,,,,,,,,,,,,,Poland,Man,Golf,25-34,Rugby,155129935
"No, not quite",,,,,,,,,,,,,1,France,Man,Rugby,45-54,Golf,155129936
Win the same except Grand Slam,,,,,,,,1,,,,,,France,Man,Tennis,45-54,Rugby,155129938
D I can see most clearly that the sexes have the same amount of transmission time.,,,,,,,,1,,,,,,Germany,Woman,Athletics,18-24,Rugby,155129947
No restrictions,,,,,,,,,,,,,1,Poland,Man,Gymnastics,55-65,Rugby,155129950
I have never seen women playing,,,,,,,,,,1,,,,Spain,Man,Rugby,45-54,Tennis,155129953
I guess because of tradition,,,,,,,,,,,,,1,Spain,Man,Gymnastics,45-54,Rugby,155129964
They have given him more notoriety,,,,,,,,,,,,,1,Spain,Man,Football,35-44,Rugby,155129966
Because men have priority,,,,,,,,,,,,,1,Germany,Woman,Basketball,18-24,Tennis,155129974
Because it seems to me to be the most economically and socially balanced professional sport when it comes to recognizing female athletes.,,,,,,,,,,1,,,,Spain,Man,Athletics,45-54,Rugby,155129994
Equal pay and equal attention,,,,1,,,,,,,,,,Sweden,Man,Golf,45-54,Rugby,155129997
There have been women's competitions for many years,,,,,,,,,,1,,,,Spain,Man,Athletics,45-54,Rugby,155130000
The successes of both genders are recognized more equally,,,,,,,,1,,,,,,Spain,Man,Athletics,45-54,Rugby,155130001
"Because they charge the same in the selection, when no one is interested, it is interesting to",,,,,,,,1,,,,,,Spain,Man,Football,45-54,Rugby,155130004
this is what it looks like,,,,,,,,,,,,,1,Poland,Man,Golf,25-34,Football,155130010
"It is associated with a sport least dominated by the stronger sex, so in my opinion it can bring together members of other genders equally.",,,,,,,,1,,,,,,Poland,Man,Gymnastics,45-54,Football,155130012
Mixed tournaments,,,,,,,,,,,,,1,Spain,Man,Tennis,35-44,Football,155130013
Tennis is for both men and women,1,,,,,,,,,,,,,Sweden,Man,Tennis,35-44,Gymnastics,155130016
Comparable physical needs,,,1,,,,,,,,,,,Poland,Man,Tennis,35-44,Rugby,155130019
Genders are promoted equally,,,,,,,,1,,,,,,Germany,Woman,Gymnastics,25-34,Football,155130020
"It is not the sport with the most inclusion, but it is where women are becoming more important lately.",,,,,,,,,,1,,,,Spain,Man,Football,55-65,Volleyball,155130026
It indicates reality as the basis for evaluation,,,,,,,,,,,,,1,Poland,Man,Football,55-65,Tennis,155130027
there are more female gymnasts,1,,,,,,,,,,,,,Spain,Man,Gymnastics,55-65,Rugby,155130029
"Yes, that's true",,,,,,,,,,,,,1,Poland,Man,Football,18-24,Gymnastics,155130033
It's for agile people,,,,,,,,,,,,,1,France,Man,Gymnastics,55-65,Football,155130042
Not so stereotypical,,,,,,,,,,,,,1,Sweden,Woman,Athletics,35-44,Football,155130050
It's easy to find yourself,,,,,,,,,,,,,1,Poland,Man,Football,18-24,Rugby,155130052
The male and female categories compete in the same space and time,,,,,,,,1,,,,,,Spain,Man,Athletics,35-44,Rugby,155130053
"no divisions, everyone has equal rights",,,,,,,,1,,,,,,Poland,Man,Volleyball,35-44,Golf,155130063
Because you can see the importance they give is less,,,,,,,,,,,,,1,Spain,Man,Football,25-34,Tennis,155130065
In view as for women and men,,,,,,,,,,1,,,,France,Man,Rugby,45-54,Basketball,155130072
because many women play,,,,,,,,,,1,,,,Spain,Man,Tennis,55-65,Rugby,155130075
The prizes are the same as those of the men's tournaments,,,,1,,,,,,,,,,Spain,Man,Tennis,55-65,Football,155130076
It was mostly women who participate in this sport.,,,,,,,,,,1,,,,Sweden,Man,Tennis,25-34,Rugby,155130077
I think it best represents,,,,,,,1,,,,,,,France,Man,Athletics,45-54,Golf,155130082
Women don't earn as much as men,,,,,,,,,,1,,,,Poland,Man,Football,35-44,Tennis,155130089
Because,,,,,,,,,,,,,1,Poland,Man,Football,18-24,Gymnastics,155130095
Because I play myself,,,,,,,,,,,,,1,Germany,Man,Volleyball,35-44,Football,155130121
There are disciplines in which gender does not matter and results are not dependent on gender,,,,,,,,,,,,,1,Poland,Man,Athletics,18-24,Rugby,155130123
There are thousands of both sexes,,,,,,1,,,,,,,,Sweden,Woman,Gymnastics,45-54,Golf,155130127
From a feeling point of view,,,,,,,,,,,,,1,Germany,Woman,Football,35-44,Golf,155130130
Greater variety,,,,,,,,,,,,,1,Sweden,Woman,Athletics,45-54,Rugby,155130138
the biggest money,,,,1,,,,,,,,,,Poland,Man,Tennis,35-44,Football,155130141
Because they are male,,,,,,,,,,,,,1,Sweden,Man,Handball,25-34,Rugby,155130147
The benefits of victories and advertising,,,,,,,,,,,,1,,France,Man,Golf,55-65,Football,155130150
Evenly distributed number among competitors,,,,,,,,,,,,,1,Sweden,Woman,Cycling,45-54,Rugby,155130154
Both sexes can play it equally well.,,,,,,,,1,,,,,,Sweden,Man,Football,55-65,Rugby,155130159
That because of the biological differences between men and women,,,,,,,,,,1,,,,Poland,Man,Rugby,35-44,Golf,155130163
"I see it in my club, equal board, actively seeking dialogue with everyone and competitions where everyone is invited regardless of gender/perception",,,,,,,,1,,,,,,Sweden,Woman,Golf,55-65,Gymnastics,155130179
women win over men,,,,,,,,,,1,,,,Poland,Man,Tennis,45-54,Rugby,155130180
is only for men,,,,,,,,,,,,,1,Poland,Man,Rugby,45-54,Handball,155130183
because anyone can grow it,,,,,,,,,,,,,1,Poland,Man,Football,18-24,Cycling,155130189
"Because apart from separate pairs, there are also mixed matches in the game",,,,,,,,,,,,,1,Poland,Man,Tennis,25-34,Football,155130198
Favors men,,,,,,,,,,,,,1,Poland,Man,Cycling,25-34,Gymnastics,155130212
Because gymnastics is relatively equal,1,,,,,,,,,,,,,Poland,Man,Gymnastics,18-24,Handball,155130213
There are a lot of teams...,,,,,,,,,,,,,1,France,Man,Football,45-54,Gymnastics,155130227
Many women who are talented,,,,,,,,,,1,,,,Sweden,Man,Gymnastics,25-34,Rugby,155130235
Because it's cool,,,,,,,,,,,,,1,Poland,Man,Handball,25-34,Tennis,155130239
there is the slightest difference in favoring men,,,,,,,,,,,,,1,Poland,Man,Athletics,55-65,Football,155130241
"There are no big differences because we use our hands for everything, so they are always strong.",,,,,,,,,,,,,1,Poland,Man,Handball,25-34,Basketball,155130250
Everyone can participate on equal terms,,,,,,,,1,,,,,,Sweden,Woman,Football,18-24,Basketball,155130261
They just feel that way,,,,,,,,,,,,,1,Sweden,Woman,Gymnastics,35-44,Rugby,155130270
First a women's sport,,,,,,,,,,1,,,,France,Man,Gymnastics,35-44,Football,155130273
because only men play there,,,,,,,,,,,,,1,Poland,Man,Rugby,18-24,Athletics,155130278
Equality of disciplines,,,,,,,,1,,,,,,Poland,Man,Athletics,35-44,Cycling,155130286
because it is an elite sport and the players themselves have an influence on the results they achieve,,,,,,,,,,,,,1,Poland,Man,Tennis,18-24,Cycling,155130307
"Because it is a Sport in which men and women compete on equal terms, the Volleyball World initiative highlights this equality by promoting the wearing of jerseys with the names of players of both sexes and the organization is proud to be a leader in promoting gender equality and inclusivity",1,,,,,,1,1,,,,,,Poland,Man,Volleyball,45-54,Athletics,155130318
Where I see most of both genders practicing the sport,,,,,,1,,,,,,,,Sweden,Woman,Athletics,35-44,Gymnastics,155130322
Man,,,,,,,,,,,,,1,France,Woman,Football,35-44,Handball,155130326
Feels inclusive,,,,,,,1,,,,,,,Sweden,Woman,Football,55-65,Golf,155130333
There are more women than in other sports,,,,,,,,,1,1,,,,France,Man,Athletics,25-34,Rugby,155130339
"Mixed tournament, alignment of prizes awarded",,,,1,,,,,,,,,,France,Man,Tennis,45-54,Rugby,155130349
Most popular,,,,,1,,,,,,,,,Sweden,Man,Football,25-34,Rugby,155130353
For arbitration,,,,,,,,,,,,,1,France,Man,Football,35-44,Basketball,155130355
"because there is more respect in this sport, at all levels",,,,,,,,,,,,,1,France,Man,Rugby,35-44,Golf,155130366
Egalitarian TV transmission,,,,,,,,1,,,,1,,France,Man,Tennis,25-34,Cycling,155130374
Common since a long time with many men in the sport,,,,,,,,,,,,,1,Sweden,Woman,Gymnastics,55-65,Rugby,155130379
This is very relevant,,,,,,,,,,,,,1,France,Man,Cycling,25-34,Golf,155130400
Yes,,,,,,,,,,,,,1,France,Man,Cycling,35-44,Athletics,155130408
Because both sexes can earn a lot,,,,,,1,,,,,,,,Germany,Woman,Tennis,35-44,Rugby,155130415
Because women are portrayed in the same way as men. You root for both,,,,,,1,,,,,,,,Germany,Woman,Athletics,35-44,Rugby,155130452
Because it brings together all genders without any distinction,,,,,,,1,,,,,,,France,Man,Gymnastics,35-44,Golf,155130463
because we can see both genres there,,,,,,1,,,,,,,,France,Man,Cycling,25-34,Rugby,155130466
The difference in level is enormous,,,,,,,,,,,,,1,France,Man,Football,45-54,Gymnastics,155130470
For all,,,,,,,,,,,,,1,Sweden,Man,Football,25-34,Rugby,155130472
Known team the same,,,,,,,,1,,,,,,France,Woman,Handball,35-44,Golf,155130508
Yes,,,,,,,,,,,,,1,France,Man,Tennis,45-54,Football,155130522
Lots of media coverage,,,,,,,,,,,,1,,France,Man,Football,25-34,Rugby,155130565
This is not good,,,,,,,,,,,,,1,Germany,Woman,Football,25-34,Basketball,155130578
Yes,,,,,,,,,,,,,1,France,Woman,Tennis,35-44,Cycling,155130579
Many women who play handball,,,,,,,,,,1,,,,Germany,Woman,Handball,18-24,Rugby,155130603
Because it is most popular and fun,,,,,1,,,,,,,,,Sweden,Man,Football,18-24,Golf,155130614
It looks good,,,,,,,,,,,,,1,Sweden,Man,Gymnastics,25-34,Rugby,155130617
Gets equal attention,,,,,,,,1,,,,,,Germany,Woman,Tennis,55-65,Rugby,155130629
more women represented,,,,,,,,,,1,,,,Germany,Man,Gymnastics,55-65,Rugby,155130661
Easy to play,,,,,,,,,,,,,1,Sweden,Man,Volleyball,45-54,Handball,155130676
Seems to be so,,,,,,,,,,,,,1,Sweden,Man,Football,55-65,Gymnastics,155130703
Fr,,,,,,,,,,,,,1,Germany,Woman,Gymnastics,35-44,Volleyball,155130708
Popular women's teams that get a place in the media and the news,,,,,1,,,,,,,1,,Sweden,Man,Handball,35-44,Rugby,155130733
