text,Masculine-centric / Brutal sport,Male dominated sport,Personal impression/Intuition,Lack of familiarity,Underrepresentation of Women,Wage Inequality,Sexist or sexualised,Media visibility / lack of awareness,Gender disparities,Other,Country,Gender,Most inclusive Sport,Age,Least inclusive Sport,ResponseId
by deduction,,,,,,,,,,1,France,Man,Athletics,55-65,Rugby,155129510
because I don't often see women in this discipline,,,,,1,,,1,,,France,Woman,Gymnastics,45-54,Golf,155129537
Too much bodybuilding.,,,,,,,,,,,France,Man,Gymnastics,55-65,Rugby,155129541
lots of work still to do,,,,,,,,,,1,France,Woman,Basketball,45-54,Football,155129544
is considered a men's sport,1,1,,,,,,,,,Germany,Woman,Football,18-24,Rugby,155129552
Women not represented,,,,,,,,,,1,France,Woman,Tennis,45-54,Golf,155129563
Both sexes play,,,,,,,,,,,France,Woman,Tennis,25-34,Rugby,155129578
It's a rather individual sport,,,,,,,,,,,France,Woman,Football,35-44,Gymnastics,155129581
I don't know women who dedicate themselves to it.,,,,1,,,,,,,Spain,Woman,Gymnastics,35-44,Rugby,155129582
Very masculine environment,1,,,,,,,,,,France,Woman,Cycling,45-54,Rugby,155129583
No difference,,,,,,,,,,1,France,Man,Football,55-65,Golf,155129584
There is no equality,,,,,,,,,,1,Spain,Woman,Tennis,25-34,Handball,155129587
It is generally masculine,1,,,,,,,,,,Spain,Man,Gymnastics,25-34,Rugby,155129594
It is very hard,,,,,,,,,,,Spain,Man,Football,35-44,Rugby,155129599
It is a very physical sport,,,,,,,,,,,Spain,Man,Football,45-54,Rugby,155129600
"It's complicated in the world of football, a man's sport",,,,,,,,,1,,France,Woman,Gymnastics,35-44,Football,155129602
big difference in salary,,,,,,1,,,,,France,Man,Athletics,55-65,Rugby,155129609
Few girls in the media,,,,,,,,1,,,France,Woman,Gymnastics,35-44,Rugby,155129610
Women are not allowed to play,,,,,,,,,,1,Spain,Woman,Athletics,45-54,Rugby,155129611
I don't know,,,,1,,,,,,,Spain,Woman,Gymnastics,35-44,Cycling,155129628
We talk more about men's football,,1,,,,,,,1,,France,Woman,Gymnastics,55-65,Football,155129642
because it seems like an equitable sport to me,,,,,,,,1,,,Spain,Woman,Tennis,25-34,Cycling,155129646
It's less media-oriented than men,,,,,,,,1,,,France,Man,Golf,45-54,Football,155129647
Rugby is the sport that fewer women practice in my opinion.,,1,,,,,,,1,,Spain,Woman,Tennis,25-34,Rugby,155129652
"Because being a more extreme and strong sport, they don't look at us women the same way.",,,,,,,,,,1,Spain,Woman,Tennis,35-44,Rugby,155129653
Does not give importance to the female gender,,,,,,,,,,1,Spain,Woman,Gymnastics,25-34,Basketball,155129656
It's a sexist world,,,,,,,1,,,,Spain,Woman,Athletics,35-44,Football,155129663
There is a lot of difference between men's and women's salaries.,,,,,,1,,,,,Spain,Man,Gymnastics,55-65,Football,155129673
For men,,,,,,,,,,,France,Woman,Gymnastics,45-54,Basketball,155129677
I think there are no women in that sport,,1,1,,,,,,,,Spain,Woman,Gymnastics,45-54,Rugby,155129679
Fewer women are seen practicing rugby,,1,,,,,,1,1,,Spain,Man,Tennis,45-54,Rugby,155129682
It is mostly practiced by one gender,,,,,,,,,,,Spain,Man,Gymnastics,35-44,Rugby,155129683
From the news I receive,,,,,,,,,,1,Spain,Man,Athletics,55-65,Football,155129684
Any participant is matched,,,,,,,,,,1,Spain,Man,Athletics,25-34,Basketball,155129685
0 visibility,,,,,,,,1,,,Spain,Woman,Tennis,35-44,Cycling,155129687
I see it more masculinized,1,,,,,,,1,,,Spain,Woman,Athletics,55-65,Rugby,155129690
Only men play,,1,,,,,,,,,Spain,Man,Football,45-54,Golf,155129693
It's more feminine,,,,,,,,,,,Spain,Woman,Rugby,45-54,Gymnastics,155129699
there are no women,,1,,,1,,,,,,Spain,Woman,Gymnastics,35-44,Rugby,155129700
It is a sport that is seen to be practiced more by men,,,,,,,,1,,,Spain,Woman,Football,25-34,Golf,155129704
I don't know any golfers,,,,1,,,,1,1,,Spain,Woman,Gymnastics,45-54,Golf,155129708
It is a rough and macho sport,1,,,,,,,,,,Spain,Woman,Gymnastics,25-34,Rugby,155129712
I think that women are too sexualized in volleyball,,,1,,,,1,,,,Germany,Woman,Football,18-24,Volleyball,155129713
We never hear about women who practice this sport,,,,,,,,1,,,France,Woman,Athletics,45-54,Golf,155129716
"I have never seen women practicing this sport. There probably are, but they are not visible.",,,,,,,,1,,,Spain,Woman,Gymnastics,45-54,Rugby,155129718
No women on TV,,,,,,,,1,,,France,Man,Rugby,45-54,Cycling,155129719
Little relevance in all aspects,,,,,,,,,,1,Spain,Man,Tennis,55-65,Rugby,155129720
Because they don't advertise it,,,,,,,,1,,,Spain,Woman,Football,25-34,Basketball,155129723
because there is a lot of gender inequality,,,,,,,,,,1,Spain,Man,Football,35-44,Golf,155129724
I don't know any women's team,,,,1,,,,1,,,Spain,Woman,Football,45-54,Rugby,155129728
costume,,,,,,,,,,1,Poland,Man,Football,45-54,Gymnastics,155129729
As far as I know there are no women's rugby teams.,,1,,1,,,,,1,,Spain,Woman,Tennis,45-54,Rugby,155129732
It is for men and very rough,,,,,,,,,,,Spain,Man,Football,35-44,Rugby,155129736
Because I don't see the woman,,,,,1,,,1,,,Spain,Woman,Gymnastics,25-34,Rugby,155129739
Well because I haven't seen women playing,,,,,,,,1,,,Spain,Woman,Tennis,45-54,Rugby,155129742
Because anyone can do gymnastics without sexist comments,,,,,,,1,,,,Spain,Man,Football,18-24,Gymnastics,155129746
Damages,,,,,,,,,,1,Spain,Woman,Gymnastics,35-44,Rugby,155129752
"They are bullshit in general, bad-asses and poorly raised millionaires, I haven't watched national football in years, it's a mafia bite",,,,,,,,,1,,Spain,Man,Athletics,55-65,Football,155129754
Brands,,,,,,,,,,1,Spain,Woman,Gymnastics,25-34,Football,155129756
There are hardly any women's clubs.,,,,,1,,,,,,Spain,Woman,Gymnastics,45-54,Rugby,155129759
It's not something so popular,,,,,,,,,,,Spain,Woman,Football,25-34,Rugby,155129764
but men are the stronger ones...,,,,,,,,,,,Poland,Man,Tennis,35-44,Football,155129770
very aggressive game,,,,,,,,,,1,Poland,Woman,Athletics,55-65,Rugby,155129773
Circuit differences,,,,,,,,,,1,Spain,Man,Gymnastics,55-65,Golf,155129779
I don't think it's an inclusive sport.,,,,,,,,,,1,Spain,Man,Tennis,35-44,Rugby,155129780
Because it is very egalitarian,,,,,,,,,,1,Spain,Man,Basketball,35-44,Gymnastics,155129793
Because I didn't see women playing rugby,,1,,,,,,1,1,,Poland,Man,Tennis,18-24,Rugby,155129795
I don't see that there is inclusion,,,,,,,,1,,,Spain,Man,Athletics,35-44,Rugby,155129796
Too much difference in salary and recognition for men,,,,,,1,,,,,France,Man,Athletics,55-65,Football,155129798
I believe that rugby is considered a men's sport,1,1,,,,,,,1,,Poland,Woman,Handball,35-44,Rugby,155129799
It seems to me,,,,,,,,1,,,Spain,Man,Football,45-54,Golf,155129801
Rugby is a very masculine sport and not yet very popular among women,1,,,,,,,,1,,Poland,Woman,Volleyball,25-34,Rugby,155129815
Maybe it is not yet very established and the female gender is not very represented.,,,,,,,,,,1,Spain,Man,Football,55-65,Rugby,155129817
I've never heard of women's rugby,,,,,,,,1,1,,Germany,Woman,Football,35-44,Rugby,155129819
Too muscular,,,,,,,,,,,France,Man,Gymnastics,45-54,Rugby,155129825
It's a typical men's sport,1,1,,,,,,,,,Poland,Woman,Cycling,25-34,Rugby,155129826
"Because men are often stronger, and here you need a lot of strength and body weight is also very important",,,,,,,,,,,Poland,Woman,Gymnastics,45-54,Rugby,155129827
Yes,,,,,,,,,,1,Poland,Woman,Athletics,25-34,Volleyball,155129828
Not very popular,,,,,,,,,,,Poland,Man,Volleyball,18-24,Cycling,155129834
"I don't think volleyball is the least inclusive sport, it is just as inclusive as many other sports.",,,,,,,,,,1,Spain,Man,Cycling,55-65,Volleyball,155129843
Clichéd stereotypes,,,,,,,,,,,Poland,Woman,Golf,25-34,Football,155129847
I think it's still a men's sport,1,1,1,,,,,,,,Poland,Woman,Tennis,25-34,Rugby,155129849
Popularity of the NBA and women's basketball,,,,,,,,,,1,Poland,Man,Tennis,25-34,Basketball,155129852
because it contains single units,,,,,,,,,,1,Poland,Man,Football,35-44,Tennis,155129854
Heavy sport,,,,,,,,,,,Poland,Woman,Athletics,35-44,Rugby,155129857
"Rugby is a typically male, brutal game, and women have no chance to participate equally in it",1,,,,,,,,1,,Poland,Woman,Cycling,55-65,Rugby,155129862
Least women,,,,,1,,,,,,Poland,Woman,Gymnastics,18-24,Rugby,155129864
Because here you need to demonstrate great efficiency,,,,,,,,,,1,Poland,Man,Basketball,55-65,Football,155129870
Feels like that,,,,,,,,,,1,Sweden,Woman,Golf,35-44,Volleyball,155129872
It's very sexist,,,,,,,1,,,,Spain,Man,Handball,45-54,Football,155129874
"Because it is a contact sport, it is more aggressive.",1,,,,,,,,,,Spain,Man,Gymnastics,55-65,Rugby,155129881
"because it is assumed that men play e-rugby, not women",,1,,,,,,,1,,Poland,Woman,Gymnastics,35-44,Rugby,155129894
Big difference in pay between the sexes,,,,,,1,,,,,Sweden,Woman,Athletics,18-24,Football,155129909
I only know male golfers,,,,1,,,,,1,,Spain,Man,Tennis,25-34,Golf,155129911
"I don't know, but this sport seems to be the most masculine to me",1,,,1,,,,1,,,Poland,Woman,Tennis,25-34,Rugby,155129921
"it is a sport with a lot of violence and aggression, played mainly by men, I didn't know women playing rugby",1,,,1,,,,,1,,Poland,Woman,Tennis,35-44,Rugby,155129926
"Contact, brutal sport",1,,,,,,,,,,Poland,Man,Golf,25-34,Rugby,155129935
Because he is a bit marginal,,,,,,,,,,,France,Man,Rugby,45-54,Golf,155129936
Very little recognized for Women,,,,,,,,,,1,France,Man,Tennis,45-54,Rugby,155129938
I don't even know if there are women in this sport,,,,1,1,,,,,,Germany,Woman,Athletics,18-24,Rugby,155129947
use of force,,,,,,,,,,1,Poland,Man,Gymnastics,55-65,Rugby,155129950
I have always seen them,,,,,,,,1,,,Spain,Man,Rugby,45-54,Tennis,155129953
I guess because of the hardness of the sport.,,,,,,,,,,,Spain,Man,Gymnastics,45-54,Rugby,155129964
It is the one I am most unaware of in its female version.,,,,,,,,,,,Spain,Man,Football,35-44,Rugby,155129966
"When it comes to football, the only thing that is talked about is the men's teams. For example, if someone supports the zoo or FC Barcelona, ​​it always refers to the male team. Women do not have as much chance to make a career and earn a lot of money in football",,1,,,,1,,,1,,Sweden,Woman,Athletics,25-34,Football,155129972
Because almost only women play it,,,,,1,,,,,,Germany,Woman,Basketball,18-24,Tennis,155129974
"I think that for a sector of the population, women's rugby as a professional sport would still be somewhat shocking.",1,,1,,,,,,1,,Spain,Man,Athletics,45-54,Rugby,155129994
Never shown with women,,,,,,,,,,,Sweden,Man,Golf,45-54,Rugby,155129997
Male,,,,,,,,,,,Sweden,Woman,Gymnastics,55-65,Rugby,155129999
"Due to the type of sport, there are no women's teams.",,1,,,,,,,,,Spain,Man,Athletics,45-54,Rugby,155130000
It is little encouraged,,,,,,,,,,,Spain,Man,Athletics,45-54,Rugby,155130001
Because only men are interested in giving shit,,1,,,,,,,,,Spain,Man,Football,45-54,Rugby,155130004
this is my feeling,,,,,,,,,,1,Poland,Man,Golf,25-34,Football,155130010
"However, it is a sport dominated by the male gender and it would be difficult for representatives of other genders to find their place in it, especially in teams in which players of different genders would be -mixed-",,1,,,,,,,,1,Poland,Man,Gymnastics,45-54,Football,155130012
"Aggressive crowd, offensive chants",,,,,,,,,,,Spain,Man,Tennis,35-44,Football,155130013
Salaries of professional female footballers are not income,,,,,,,,,1,,Germany,Woman,Gymnastics,25-34,Football,155130020
I think it is very biased,,,1,,,,,,,,Spain,Man,Football,55-65,Volleyball,155130026
Proper closure and separation of spectacles,,,,,,,,,,1,Poland,Man,Football,55-65,Tennis,155130027
there are few women who practice,,,,,1,,,,,,Spain,Man,Gymnastics,55-65,Rugby,155130029
Because that's exactly what it is,,,,,,,,,,1,Poland,Man,Football,18-24,Gymnastics,155130033
I do not like football,,,,,,,,,1,,France,Man,Gymnastics,55-65,Football,155130042
Habitual behavior,,,,,,,,,,1,Sweden,Woman,Athletics,35-44,Football,155130050
It is aimed at brute personalities,1,,,,,,,,,,Spain,Man,Athletics,35-44,Rugby,155130053
only for the chosen ones,,,,,,,,,,1,Poland,Man,Volleyball,35-44,Golf,155130063
Because it seems that they treat it the same way,,,,,,,,1,,,Spain,Man,Football,25-34,Tennis,155130065
Lots of women in basketball,,,,,,,,,,1,France,Man,Rugby,45-54,Basketball,155130072
because women don't play it,,,,,1,,,,,,Spain,Man,Tennis,55-65,Rugby,155130075
There is no equal pay or financial standards,,,,,,1,,,,,Spain,Man,Tennis,55-65,Football,155130076
Foosball,,,,,,,,,,1,Sweden,Woman,Gymnastics,25-34,Football,155130080
Too traditional,,,,,,,,,,,France,Man,Athletics,45-54,Golf,155130082
Women work for their success with their talent,,,,,,,,,,1,Poland,Man,Football,35-44,Tennis,155130089
Because women are severely disadvantaged,,,,,,,,,,1,Germany,Man,Volleyball,35-44,Football,155130121
"In this sport, there is the slightest chance that the result will not depend on gender",,,,,,,,,,1,Poland,Man,Athletics,18-24,Rugby,155130123
You only hear about the exploits of male players,,,,,,,,1,,,Sweden,Woman,Gymnastics,45-54,Golf,155130127
Rugby is dominated by men,,1,,,,,,,1,,Sweden,Woman,Athletics,45-54,Rugby,155130138
too big differences in level,,,,,,,,,,1,Poland,Man,Tennis,35-44,Football,155130141
Do not know,,,,1,,,,,,,Sweden,Man,Handball,25-34,Rugby,155130147
Abyss in salaries,,,,,,1,,,,,France,Man,Golf,55-65,Football,155130150
Not seeing women at all,,,,,,,,1,,,Sweden,Woman,Cycling,45-54,Rugby,155130154
It's a tough sport.,1,,,,,,,,,,Sweden,Man,Football,55-65,Rugby,155130159
Because physical conditions do not affect the results here,,,,,,,,,,1,Poland,Man,Rugby,35-44,Golf,155130163
Men manage little girls since they are small and male coaches have female assistants even though they are coaching girls,,,,,,,,,,1,Sweden,Woman,Golf,55-65,Gymnastics,155130179
"strength sport, women have no chance against male athletes",,,,,,,,,,1,Poland,Man,Tennis,45-54,Rugby,155130180
because women practice this sport less often,,,,,1,,,,,,Poland,Man,Football,18-24,Cycling,155130189
"Because football is not a sport. It would be nice to watch the girls play, but I'm afraid that one of them could get hit by the fans from the stands.",,,,,,,,,1,,Poland,Man,Tennis,25-34,Football,155130198
Yes,,,,,,,,,,1,Poland,Man,Gymnastics,18-24,Handball,155130213
Physical and male sports,,,,,,,,,,,Sweden,Man,Gymnastics,25-34,Rugby,155130235
Because it's difficult,,,,,,,,,,,Poland,Man,Handball,25-34,Tennis,155130239
this sport is niche and marginal,,,,,,,,,,1,Poland,Man,Athletics,55-65,Football,155130241
It's like a tussle,,,,,,,,,,,Poland,Man,Handball,25-34,Basketball,155130250
Women are not given space in the sport,,,,,,,,,,1,Sweden,Woman,Football,18-24,Basketball,155130261
Wage disparity,,,,,,1,,,,,France,Man,Gymnastics,35-44,Football,155130273
"everyone in this sport is equal, it's awesome",,,,,,,,,,1,Poland,Man,Rugby,18-24,Athletics,155130278
you hear often enough,,,,,,,,1,,,Germany,Woman,Athletics,45-54,Football,155130284
Few women,,,,,1,,,,,,Poland,Man,Athletics,35-44,Cycling,155130286
It is a physically demanding sport in terms of performance,,,,,,,,,,,Poland,Man,Tennis,18-24,Cycling,155130307
"Because physiological differences between the sexes can affect performance, for example, the participation of transgender people in women's competitions highlights the difficulty of ensuring equal opportunities while maintaining the fairness of competition",,,,,,,,,,1,Poland,Man,Volleyball,45-54,Athletics,155130318
Lots of girls,,,,,,,,,,1,Sweden,Woman,Athletics,35-44,Gymnastics,155130322
I have never seen women's rugby,,,,,,,,1,1,,France,Man,Athletics,25-34,Rugby,155130339
Almost non-existent broadcast of competitions,,,,,,,,,,1,France,Man,Tennis,45-54,Rugby,155130349
Very male dominated,,1,,,,,,,,,Sweden,Man,Football,25-34,Rugby,155130353
Last of the answers,,,,,,,,,,1,France,Man,Football,35-44,Basketball,155130355
I think it remains a very macho sport,1,,1,,,,,,,,France,Man,Rugby,35-44,Golf,155130366
Reverse of tennis,,,,,,,,,,1,France,Man,Tennis,25-34,Cycling,155130374
Experience more men playing rugby,,1,,,,,,,1,,Sweden,Woman,Gymnastics,55-65,Rugby,155130379
It's boring,,,,,,,,,,,France,Man,Cycling,25-34,Golf,155130400
Evidence,,,,,,,,,,1,France,Man,Cycling,35-44,Athletics,155130408
Women are not so strongly represented,,,,,,,,,,1,Germany,Woman,Tennis,35-44,Rugby,155130415
Never heard or seen anything about women's rugby anywhere,,,,,,,,1,1,,Germany,Woman,Athletics,35-44,Rugby,155130452
I just chose it like that,,,,,,,,,,1,France,Man,Gymnastics,35-44,Golf,155130463
because there are few women,,,,,1,,,,,,France,Man,Cycling,25-34,Rugby,155130466
Everyone can do gymnastics,,,,,,,,,,1,France,Man,Football,45-54,Gymnastics,155130470
Typical gentleman,,,,,,,,,,,Sweden,Man,Football,25-34,Rugby,155130472
Gentleman have woman forbidden,,,,,,,,,,,France,Woman,Handball,35-44,Golf,155130508
Too macho,1,,,,,,,,,,France,Man,Tennis,45-54,Football,155130522
For men and women,,,,,,,,,,,France,Man,Handball,25-34,Gymnastics,155130549
Little diversity,,,,,,,,,,1,France,Man,Football,25-34,Rugby,155130565
too feminine,,,,,,,,,,,France,Man,Golf,45-54,Gymnastics,155130569
Because the bad mood is,,,,,,,,,,1,Germany,Woman,Football,25-34,Basketball,155130578
Only men do it,,1,,,,,,,,,Germany,Woman,Handball,18-24,Rugby,155130603
